Code_Client,Date Achat,Numero Commande,Numero Ligne Produit,Code Produit,Quantite,PrixVenteTTCHorsRemise,PrixVenteTTCAvecRemise,Heure,Code Magasin,CodeVendeur,Montant
3893751.000,2017-06-01 00:00:00,12093.000,1.000,51419.000,1.000,25.200,25.200,1344.000,10002.000,3.000,25.200
3893751.000,2017-06-01 00:00:00,12093.000,3.000,67428.000,1.000,9.387,9.387,1344.000,10002.000,3.000,9.387
3893751.000,2017-06-01 00:00:00,12093.000,2.000,90421.000,1.000,26.933,26.933,1344.000,10002.000,3.000,26.933
4109904.000,2017-06-01 00:00:00,12057.000,10.000,82577.000,6.000,3.200,2.293,1201.000,10002.000,22.000,19.200
4109904.000,2017-06-01 00:00:00,12057.000,13.000,82612.000,1.000,0.667,0.493,1201.000,10002.000,22.000,0.667
4109904.000,2017-06-01 00:00:00,12057.000,5.000,103542.000,1.000,1.200,0.867,1201.000,10002.000,22.000,1.200
4109904.000,2017-06-01 00:00:00,12057.000,4.000,93844.000,1.000,4.667,3.347,1201.000,10002.000,22.000,4.667
4109904.000,2017-06-01 00:00:00,12057.000,3.000,99475.000,1.000,9.200,0.960,1201.000,10002.000,22.000,9.200
4109904.000,2017-06-01 00:00:00,12057.000,7.000,82575.000,2.000,1.067,0.760,1201.000,10002.000,22.000,2.133
4136528.000,2017-06-01 00:00:00,12075.000,4.000,67983.000,1.000,24.133,24.133,1251.000,10002.000,15.000,24.133
4136528.000,2017-06-01 00:00:00,12075.000,2.000,102151.000,1.000,49.600,49.600,1251.000,10002.000,15.000,49.600
4136528.000,2017-06-01 00:00:00,12075.000,3.000,28592.000,1.000,62.133,62.133,1251.000,10002.000,15.000,62.133
4220319.000,2017-06-01 00:00:00,12215.000,1.000,95978.000,1.000,28.133,28.133,1932.000,10002.000,3.000,28.133
4220319.000,2017-06-01 00:00:00,12215.000,2.000,38609.000,1.000,24.933,24.933,1932.000,10002.000,3.000,24.933
4220319.000,2017-06-01 00:00:00,12215.000,3.000,28552.000,1.000,32.267,32.267,1932.000,10000.000,3.000,32.267
4253285.000,2017-06-01 00:00:00,12143.000,1.000,39742.000,1.000,33.200,33.200,1553.000,10000.000,10.000,33.200
4253285.000,2017-06-01 00:00:00,12143.000,2.000,28558.000,1.000,32.267,32.267,1553.000,10000.000,10.000,32.267
4253285.000,2017-06-01 00:00:00,12143.000,3.000,91347.000,1.000,26.400,1.333,1553.000,10000.000,10.000,26.400
4267455.000,2017-06-01 00:00:00,12032.000,2.000,66206.000,1.000,70.867,70.867,1002.000,10000.000,22.000,70.867
4267455.000,2017-06-01 00:00:00,12032.000,1.000,66043.000,1.000,80.973,80.973,1002.000,10000.000,22.000,80.973
4369757.000,2017-06-01 00:00:00,12070.000,1.000,99291.000,1.000,29.333,16.000,1240.000,10000.000,22.000,29.333
4382555.000,2017-06-01 00:00:00,12130.000,1.000,50407.000,1.000,18.133,18.133,1538.000,10000.000,28.000,18.133
4548635.000,2017-07-15 00:00:00,12045.000,1.000,104017.000,1.000,10.000,1.333,1056.000,10000.000,28.000,10.000
4548635.000,2017-07-15 00:00:00,12045.000,4.000,100746.000,1.000,36.267,36.267,1056.000,10000.000,28.000,36.267
4548635.000,2017-07-15 00:00:00,12045.000,3.000,104142.000,1.000,14.000,14.000,1056.000,10000.000,28.000,14.000
4548635.000,2017-07-15 00:00:00,12045.000,2.000,104144.000,1.000,13.067,13.067,1056.000,10000.000,28.000,13.067
4571475.000,2017-07-15 00:00:00,12082.000,2.000,96345.000,1.000,11.867,11.867,1311.000,10000.000,15.000,11.867
4571475.000,2017-07-15 00:00:00,12082.000,7.000,71021.000,1.000,17.200,17.200,1311.000,10000.000,15.000,17.200
4571475.000,2017-07-15 00:00:00,12082.000,6.000,1867.000,1.000,7.333,1.333,1311.000,10000.000,15.000,7.333
4571475.000,2017-07-15 00:00:00,12082.000,4.000,90180.000,1.000,15.867,15.867,1311.000,10000.000,15.000,15.867
4721685.000,2017-07-15 00:00:00,12090.000,2.000,28352.000,1.000,81.333,65.067,1348.000,10000.000,10.000,81.333
4787404.000,2017-07-15 00:00:00,12118.000,1.000,24127.000,1.000,66.800,63.467,1513.000,10000.000,15.000,66.800
4790439.000,2017-07-15 00:00:00,12195.000,2.000,96343.000,1.000,11.867,11.867,1809.000,10000.000,3.000,11.867
4790439.000,2017-07-15 00:00:00,12195.000,1.000,100102.000,1.000,9.333,9.333,1809.000,10000.000,3.000,9.333
4790439.000,2017-07-15 00:00:00,12194.000,2.000,104143.000,1.000,14.000,14.000,1806.000,10000.000,3.000,14.000
4819141.000,2017-08-01 00:00:00,12162.000,5.000,103552.000,4.000,4.800,4.800,1648.000,10000.000,3.000,19.200
4819141.000,2017-08-01 00:00:00,12162.000,3.000,98508.000,1.000,11.200,11.200,1648.000,10000.000,3.000,11.200
4819141.000,2017-08-01 00:00:00,12162.000,4.000,1905.000,1.000,5.867,1.333,1648.000,10000.000,3.000,5.867
4819143.000,2017-08-01 00:00:00,12111.000,1.000,35042.000,1.000,72.667,72.667,1450.000,10000.000,22.000,72.667
4819144.000,2017-08-01 00:00:00,12106.000,2.000,90189.000,1.000,12.267,12.267,1435.000,10000.000,28.000,12.267
4819144.000,2017-08-01 00:00:00,12106.000,1.000,100744.000,1.000,32.933,32.933,1435.000,10000.000,28.000,32.933
4819144.000,2017-08-01 00:00:00,12106.000,4.000,93321.000,1.000,10.400,1.333,1435.000,10000.000,28.000,10.400
4819145.000,2017-09-03 00:00:00,12066.000,1.000,106096.000,1.000,47.733,47.733,1216.000,10000.000,22.000,47.733
4819147.000,2017-09-03 00:00:00,12043.000,1.000,76243.000,1.000,89.467,89.467,1050.000,10000.000,22.000,89.467
4819148.000,2017-09-03 00:00:00,12033.000,2.000,99467.000,1.000,13.733,13.733,1009.000,10000.000,27.000,13.733
4819148.000,2017-09-03 00:00:00,12033.000,1.000,78063.000,1.000,16.267,16.267,1009.000,10000.000,27.000,16.267
4819148.000,2017-09-03 00:00:00,12033.000,3.000,72600.000,1.000,10.533,1.333,1009.000,10000.000,27.000,10.533
4821893.000,2017-09-03 00:00:00,12213.000,1.000,100263.000,1.000,46.667,46.667,1913.000,10000.000,3.000,46.667
4821894.000,2017-09-03 00:00:00,12212.000,2.000,3196.000,1.000,76.000,76.000,1911.000,10000.000,10.000,76.000
4821898.000,2017-09-03 00:00:00,12174.000,5.000,23752.000,1.000,18.933,1.333,1708.000,10000.000,28.000,18.933
4821898.000,2017-09-03 00:00:00,12174.000,1.000,27582.000,1.000,24.400,24.400,1708.000,10000.000,28.000,24.400
4821898.000,2017-09-03 00:00:00,12177.000,1.000,100024.000,1.000,6.000,6.000,1722.000,10000.000,28.000,6.000
4821898.000,2017-09-03 00:00:00,12174.000,2.000,100736.000,1.000,25.600,25.600,1708.000,10000.000,28.000,25.600
4821898.000,2017-09-03 00:00:00,12174.000,4.000,94570.000,1.000,34.133,34.133,1708.000,10000.000,28.000,34.133
4821899.000,2017-09-03 00:00:00,12172.000,1.000,107022.000,1.000,26.533,26.533,1704.000,10000.000,10.000,26.533
4897040.000,2017-09-03 00:00:00,12147.000,1.000,36376.000,1.000,23.867,23.867,1614.000,10000.000,8.000,23.867
4906120.000,2017-09-03 00:00:00,12054.000,1.000,72760.000,1.000,41.800,41.800,1142.000,10000.000,22.000,41.800
1542405.000,2017-09-03 00:00:00,16302.000,2.000,72246.000,1.000,162.667,123.360,1906.000,10000.000,2.000,162.667
1542405.000,2017-09-03 00:00:00,16302.000,6.000,58387.000,1.000,74.267,30.520,1906.000,10000.000,2.000,74.267
1542405.000,2017-09-03 00:00:00,16302.000,4.000,52220.000,1.000,137.333,104.147,1906.000,10000.000,2.000,137.333
1560817.000,2017-09-05 00:00:00,16163.000,1.000,89883.000,1.000,59.467,47.573,1527.000,10000.000,2.000,59.467
1747156.000,2017-09-05 00:00:00,16291.000,2.000,62746.000,1.000,49.867,39.893,1848.000,10000.000,27.000,49.867
1747156.000,2017-09-05 00:00:00,16291.000,1.000,101136.000,1.000,77.067,61.653,1848.000,10000.000,27.000,77.067
1894016.000,2017-09-05 00:00:00,16319.000,4.000,98631.000,1.000,23.067,18.453,1940.000,10000.000,10.000,23.067
1894016.000,2017-09-05 00:00:00,16319.000,2.000,78634.000,1.000,54.667,43.733,1940.000,10000.000,10.000,54.667
2248187.000,2017-09-05 00:00:00,16090.000,2.000,72316.000,1.000,50.000,40.000,1322.000,10000.000,10.000,50.000
2248187.000,2017-09-05 00:00:00,16090.000,3.000,72319.000,1.000,49.200,39.360,1322.000,10000.000,10.000,49.200
2248187.000,2017-09-05 00:00:00,16090.000,1.000,23675.000,1.000,24.133,19.307,1322.000,10000.000,10.000,24.133
2248465.000,2017-09-05 00:00:00,16205.000,4.000,109116.000,1.000,87.467,68.027,1633.000,10000.000,27.000,87.467
2248465.000,2017-09-05 00:00:00,16205.000,3.000,32405.000,1.000,228.000,177.333,1633.000,10000.000,27.000,228.000
2248465.000,2017-09-05 00:00:00,16205.000,2.000,24320.000,1.000,57.067,44.387,1633.000,10000.000,27.000,57.067
2248465.000,2017-09-05 00:00:00,16205.000,1.000,106874.000,1.000,103.600,80.573,1633.000,10000.000,27.000,103.600
2248465.000,2017-09-05 00:00:00,16205.000,6.000,106897.000,1.000,73.867,57.440,1633.000,10000.000,27.000,73.867
2248685.000,2017-09-05 00:00:00,16198.000,2.000,108528.000,1.000,30.533,24.427,1622.000,10000.000,27.000,30.533
2248685.000,2017-09-05 00:00:00,16198.000,1.000,51647.000,1.000,24.133,19.307,1622.000,10000.000,27.000,24.133
2273493.000,2017-09-05 00:00:00,16022.000,1.000,36146.000,1.000,66.667,53.333,1109.000,10000.000,8.000,66.667
2273737.000,2017-09-05 00:00:00,16060.000,1.000,106394.000,1.000,68.533,54.827,1224.000,10000.000,8.000,68.533
2273993.000,2017-09-05 00:00:00,16001.000,1.000,106052.000,1.000,52.800,28.907,955.000,10000.000,8.000,52.800
2274051.000,2017-09-05 00:00:00,16300.000,4.000,67512.000,1.000,104.133,83.307,1901.000,10000.000,27.000,104.133
2274051.000,2017-09-05 00:00:00,16300.000,1.000,21482.000,1.000,27.467,21.973,1901.000,10000.000,27.000,27.467
2274051.000,2017-09-05 00:00:00,16300.000,3.000,67516.000,1.000,24.800,19.840,1901.000,10000.000,27.000,24.800
2274105.000,2017-09-05 00:00:00,16240.000,4.000,108471.000,1.000,22.800,18.240,1730.000,10000.000,22.000,22.800
2274105.000,2017-09-05 00:00:00,16240.000,6.000,47039.000,1.000,66.000,52.800,1730.000,10000.000,22.000,66.000
2274105.000,2017-09-05 00:00:00,16240.000,5.000,101329.000,1.000,29.867,23.893,1730.000,10000.000,22.000,29.867
2274517.000,2017-09-05 00:00:00,16177.000,1.000,21244.000,1.000,53.733,42.987,1545.000,10000.000,27.000,53.733
2274535.000,2017-09-05 00:00:00,16115.000,1.000,39102.000,1.000,73.867,59.093,1351.000,10000.000,8.000,73.867
2274701.000,2017-09-05 00:00:00,16280.000,4.000,107092.000,3.000,12.000,9.600,1825.000,10000.000,28.000,36.000
2274701.000,2017-09-05 00:00:00,16280.000,3.000,68870.000,1.000,19.867,15.893,1825.000,10000.000,28.000,19.867
2274701.000,2017-09-05 00:00:00,16280.000,2.000,91781.000,1.000,40.933,32.747,1825.000,10000.000,28.000,40.933
2274701.000,2017-09-05 00:00:00,16280.000,1.000,80013.000,1.000,63.600,50.880,1825.000,10000.000,28.000,63.600
2274811.000,2017-10-01 00:00:00,16042.000,2.000,21243.000,1.000,75.733,60.587,1141.000,10000.000,8.000,75.733
2274811.000,2017-10-01 00:00:00,16042.000,1.000,72915.000,1.000,24.800,19.840,1141.000,10000.000,8.000,24.800
2274967.000,2017-10-01 00:00:00,16285.000,1.000,106376.000,1.000,58.133,46.507,1834.000,10000.000,27.000,58.133
2275620.000,2017-10-01 00:00:00,16284.000,1.000,72002.000,1.000,92.267,73.813,1832.000,10000.000,27.000,92.267
2275697.000,2017-10-01 00:00:00,16148.000,1.000,53251.000,1.000,76.000,60.800,1501.000,10000.000,27.000,76.000
2275850.000,2017-10-01 00:00:00,16268.000,1.000,108554.000,1.000,34.400,25.320,1804.000,10000.000,27.000,34.400
2275850.000,2017-10-01 00:00:00,16268.000,2.000,90806.000,1.000,120.667,88.813,1804.000,10000.000,27.000,120.667
2275850.000,2017-10-01 00:00:00,16268.000,4.000,102703.000,1.000,22.000,16.187,1804.000,10000.000,27.000,22.000
2275855.000,2017-10-01 00:00:00,16278.000,1.000,62094.000,1.000,63.333,50.667,1823.000,10000.000,27.000,63.333
2275875.000,2017-10-01 00:00:00,16028.000,1.000,24769.000,1.000,25.200,20.160,1118.000,10001.000,23.000,25.200
2275879.000,2017-10-01 00:00:00,16320.000,1.000,72732.000,1.000,24.400,19.520,1944.000,10001.000,27.000,24.400
2275976.000,2017-10-01 00:00:00,16321.000,2.000,76404.000,1.000,19.067,15.773,1947.000,10001.000,27.000,19.067
2276166.000,2017-10-01 00:00:00,16079.000,2.000,50538.000,1.000,75.600,26.987,1301.000,10001.000,10.000,75.600
2276328.000,2017-10-01 00:00:00,16279.000,1.000,99369.000,1.000,40.267,32.213,1832.000,10001.000,29.000,40.267
2276342.000,2017-10-01 00:00:00,16317.000,4.000,91430.000,1.000,89.067,71.253,1932.000,10001.000,10.000,89.067
2276342.000,2017-10-01 00:00:00,16317.000,2.000,72173.000,1.000,27.733,22.187,1932.000,10001.000,10.000,27.733
2276342.000,2017-10-01 00:00:00,16317.000,5.000,67014.000,1.000,26.933,21.547,1932.000,10001.000,10.000,26.933
2276342.000,2017-10-01 00:00:00,16317.000,3.000,55353.000,1.000,28.000,22.400,1932.000,10001.000,10.000,28.000
2276342.000,2017-10-01 00:00:00,16317.000,6.000,98626.000,1.000,22.667,18.133,1932.000,10001.000,10.000,22.667
2284022.000,2017-11-10 00:00:00,16002.000,1.000,76091.000,1.000,48.800,37.093,1008.000,10001.000,3.000,48.800
2304073.000,2017-11-10 00:00:00,16065.000,1.000,58471.000,1.000,48.933,39.147,1237.000,10001.000,28.000,48.933
2304073.000,2017-11-10 00:00:00,16069.000,1.000,21469.000,1.000,44.533,31.400,1243.000,10001.000,8.000,44.533
2304074.000,2017-11-10 00:00:00,16074.000,3.000,84807.000,1.000,42.400,33.920,1246.000,10001.000,8.000,42.400
2304074.000,2017-11-10 00:00:00,16074.000,1.000,95404.000,1.000,21.333,17.067,1246.000,10001.000,8.000,21.333
2304100.000,2017-11-10 00:00:00,16169.000,1.000,87087.000,1.000,37.333,29.867,1536.000,10001.000,27.000,37.333
2304100.000,2017-11-10 00:00:00,16169.000,6.000,108717.000,1.000,10.667,8.533,1536.000,10001.000,27.000,10.667
2304100.000,2017-11-10 00:00:00,16169.000,4.000,1869.000,1.000,13.200,10.560,1536.000,10001.000,27.000,13.200
2304100.000,2017-11-10 00:00:00,16169.000,5.000,70135.000,1.000,10.133,8.107,1536.000,10001.000,27.000,10.133
2304496.000,2017-11-10 00:00:00,16031.000,1.000,52308.000,1.000,24.000,19.200,1124.000,10001.000,8.000,24.000
2304503.000,2017-11-10 00:00:00,16273.000,1.000,5430.000,1.000,21.467,17.173,1815.000,10001.000,27.000,21.467
2304503.000,2017-11-10 00:00:00,16273.000,2.000,36860.000,1.000,64.133,51.307,1815.000,10001.000,27.000,64.133
2304822.000,2017-11-10 00:00:00,16266.000,2.000,89939.000,1.000,22.800,18.240,1802.000,10001.000,10.000,22.800
2305092.000,2017-11-10 00:00:00,16233.000,1.000,76292.000,1.000,69.200,55.360,1731.000,10001.000,22.000,69.200
2307879.000,2017-11-10 00:00:00,16093.000,1.000,95898.000,1.000,38.667,30.933,1338.000,10001.000,15.000,38.667
2307879.000,2017-11-10 00:00:00,16093.000,2.000,99318.000,1.000,25.200,20.160,1338.000,10001.000,15.000,25.200
2315309.000,2017-11-10 00:00:00,16056.000,1.000,78054.000,1.000,41.467,33.173,1213.000,10001.000,2.000,41.467
2315309.000,2017-11-10 00:00:00,16055.000,2.000,88778.000,1.000,22.667,16.480,1206.000,10001.000,8.000,22.667
2315309.000,2017-11-10 00:00:00,16055.000,3.000,40945.000,1.000,72.267,52.533,1206.000,10001.000,8.000,72.267
2315309.000,2017-11-10 00:00:00,16056.000,2.000,78053.000,1.000,41.867,33.493,1213.000,10001.000,2.000,41.867
2318979.000,2017-11-10 00:00:00,16264.000,1.000,102327.000,1.000,43.067,32.293,1800.000,10001.000,27.000,43.067
2318979.000,2017-11-10 00:00:00,16264.000,2.000,101757.000,1.000,17.867,16.027,1800.000,10000.000,27.000,17.867
2320710.000,2017-11-10 00:00:00,16078.000,9.000,73205.000,1.000,9.200,7.360,1251.000,10000.000,3.000,9.200
2320710.000,2017-11-10 00:00:00,16078.000,10.000,104166.000,1.000,9.200,7.360,1251.000,10000.000,3.000,9.200
2320710.000,2017-11-10 00:00:00,16078.000,2.000,26377.000,1.000,20.133,16.107,1251.000,10000.000,3.000,20.133
2320710.000,2017-11-10 00:00:00,16078.000,5.000,52919.000,1.000,56.400,45.120,1251.000,10000.000,3.000,56.400
2320710.000,2017-11-10 00:00:00,16078.000,7.000,52995.000,1.000,3.867,3.093,1251.000,10000.000,3.000,3.867
2320710.000,2017-11-10 00:00:00,16078.000,1.000,98398.000,1.000,13.200,10.560,1251.000,10000.000,3.000,13.200
2320710.000,2017-11-10 00:00:00,16078.000,12.000,99478.000,1.000,3.467,2.773,1251.000,10000.000,3.000,3.467
2320751.000,2017-11-10 00:00:00,16271.000,1.000,54004.000,1.000,106.933,85.547,1810.000,10000.000,27.000,106.933
2322817.000,2017-11-10 00:00:00,16246.000,1.000,26763.000,1.000,18.933,14.387,1738.000,10000.000,27.000,18.933
2322817.000,2017-11-10 00:00:00,16246.000,4.000,21264.000,1.000,53.733,40.840,1738.000,10000.000,27.000,53.733
2324720.000,2017-11-10 00:00:00,16010.000,1.000,51617.000,1.000,25.867,20.693,1035.000,10000.000,8.000,25.867
2324720.000,2017-11-10 00:00:00,16010.000,2.000,68586.000,1.000,26.533,21.227,1035.000,10000.000,8.000,26.533
2327372.000,2017-11-10 00:00:00,16008.000,1.000,108714.000,1.000,11.067,2.187,1032.000,10000.000,8.000,11.067
2327372.000,2017-11-10 00:00:00,16008.000,2.000,108713.000,1.000,11.067,2.187,1032.000,10000.000,8.000,11.067
2327373.000,2017-11-10 00:00:00,16168.000,1.000,100679.000,1.000,34.800,27.840,1544.000,10000.000,8.000,34.800
2327373.000,2017-11-10 00:00:00,16168.000,2.000,14056.000,1.000,32.133,25.707,1544.000,10000.000,8.000,32.133
2327488.000,2017-11-10 00:00:00,16103.000,1.000,54014.000,1.000,93.333,61.333,1340.000,10000.000,8.000,93.333
2332191.000,2017-11-10 00:00:00,16200.000,1.000,70092.000,1.000,95.867,76.693,1624.000,10000.000,29.000,95.867
2344728.000,2017-11-10 00:00:00,16089.000,1.000,90453.000,1.000,110.400,88.320,1329.000,10000.000,28.000,110.400
2344736.000,2017-11-10 00:00:00,16191.000,1.000,69481.000,1.000,70.400,56.320,1604.000,10000.000,27.000,70.400
2354778.000,2017-11-10 00:00:00,16314.000,1.000,66100.000,1.000,45.693,36.560,1915.000,10000.000,28.000,45.693
2361554.000,2017-11-10 00:00:00,16121.000,2.000,24240.000,1.000,28.533,22.827,1407.000,10000.000,22.000,28.533
2364033.000,2017-11-10 00:00:00,16133.000,4.000,93167.000,1.000,7.867,6.293,1427.000,10000.000,8.000,7.867
2364033.000,2017-11-10 00:00:00,16133.000,2.000,70289.000,1.000,22.133,17.707,1427.000,10000.000,8.000,22.133
2366147.000,2017-11-10 00:00:00,16046.000,1.000,90391.000,1.000,64.133,51.307,1146.000,10000.000,8.000,64.133
2375429.000,2017-11-10 00:00:00,16048.000,2.000,106405.000,1.000,53.333,42.667,1151.000,10000.000,8.000,53.333
2393195.000,2017-11-10 00:00:00,16041.000,1.000,63274.000,1.000,17.200,13.760,1141.000,10000.000,2.000,17.200
2393195.000,2017-11-10 00:00:00,16041.000,2.000,84811.000,1.000,13.867,11.093,1141.000,10000.000,2.000,13.867
2397567.000,2017-11-10 00:00:00,16296.000,9.000,91782.000,1.000,10.667,18.320,1855.000,10000.000,27.000,10.667
2397567.000,2017-11-10 00:00:00,16296.000,3.000,58452.000,1.000,43.467,31.400,1855.000,10000.000,27.000,43.467
2397567.000,2017-11-10 00:00:00,16296.000,7.000,93185.000,1.000,10.533,5.640,1855.000,10000.000,27.000,10.533
2397567.000,2017-11-10 00:00:00,16296.000,5.000,88371.000,1.000,25.200,17.000,1855.000,10000.000,27.000,25.200
2397567.000,2017-11-10 00:00:00,16296.000,8.000,102549.000,1.000,8.000,3.640,1855.000,10000.000,27.000,8.000
2399678.000,2017-11-10 00:00:00,16247.000,2.000,99512.000,1.000,8.640,4.933,1748.000,10000.000,10.000,8.640
2399678.000,2017-11-10 00:00:00,16243.000,1.000,67277.000,1.000,314.667,251.733,1744.000,10000.000,10.000,314.667
2399678.000,2017-11-10 00:00:00,16247.000,1.000,27552.000,1.000,35.200,20.107,1748.000,10000.000,10.000,35.200
2399678.000,2017-11-10 00:00:00,16245.000,1.000,28362.000,1.000,256.000,191.467,1746.000,10000.000,29.000,256.000
2399678.000,2017-11-10 00:00:00,16247.000,3.000,99824.000,1.000,14.400,8.213,1748.000,10000.000,10.000,14.400
2403090.000,2017-11-10 00:00:00,16292.000,2.000,108523.000,1.000,30.533,24.427,1856.000,10000.000,22.000,30.533
2403090.000,2017-11-10 00:00:00,16292.000,1.000,28367.000,1.000,109.333,87.467,1856.000,10000.000,22.000,109.333
2414185.000,2017-11-10 00:00:00,16307.000,1.000,26764.000,1.000,46.667,37.333,1909.000,10000.000,27.000,46.667
2414214.000,2017-11-10 00:00:00,16130.000,3.000,27389.000,1.000,36.667,29.333,1420.000,10000.000,8.000,36.667
2414214.000,2017-11-10 00:00:00,16130.000,1.000,100767.000,1.000,9.200,7.360,1420.000,10000.000,8.000,9.200
2453870.000,2017-11-10 00:00:00,16054.000,1.000,108633.000,1.000,21.733,10.720,1204.000,10000.000,8.000,21.733
2453870.000,2017-11-10 00:00:00,16054.000,2.000,108627.000,1.000,21.733,10.720,1204.000,10000.000,8.000,21.733
2455789.000,2017-11-10 00:00:00,16195.000,1.000,59745.000,1.000,63.600,50.880,1619.000,10000.000,27.000,63.600
2455789.000,2017-11-10 00:00:00,16195.000,3.000,99382.000,1.000,26.667,21.333,1619.000,10000.000,27.000,26.667
2458225.000,2017-11-10 00:00:00,16297.000,2.000,29077.000,1.000,43.467,32.333,1857.000,10000.000,27.000,43.467
2458225.000,2017-11-10 00:00:00,16297.000,1.000,99343.000,1.000,26.000,19.493,1857.000,10000.000,27.000,26.000
2460252.000,2017-11-10 00:00:00,16251.000,1.000,54459.000,1.000,30.800,20.480,1745.000,10000.000,27.000,30.800
2463051.000,2017-11-10 00:00:00,16288.000,2.000,98158.000,1.000,18.400,14.720,1851.000,10000.000,22.000,18.400
2463051.000,2017-11-10 00:00:00,16288.000,5.000,70592.000,1.000,11.867,9.493,1851.000,10000.000,22.000,11.867
2489422.000,2017-11-10 00:00:00,16186.000,1.000,33412.000,1.000,48.693,38.960,1556.000,10000.000,2.000,48.693
2489422.000,2017-11-10 00:00:00,16186.000,2.000,102088.000,1.000,11.867,9.493,1556.000,10000.000,2.000,11.867
2489510.000,2017-11-10 00:00:00,16067.000,2.000,93975.000,1.000,13.200,11.093,1239.000,10000.000,8.000,13.200
2489510.000,2017-11-10 00:00:00,16067.000,1.000,93518.000,1.000,13.200,10.027,1239.000,10000.000,8.000,13.200
2580888.000,2017-11-10 00:00:00,16025.000,1.000,108760.000,1.000,50.667,40.533,1114.000,10000.000,8.000,50.667
2580888.000,2017-11-10 00:00:00,16024.000,1.000,76040.000,1.000,42.933,34.347,1113.000,10000.000,8.000,42.933
2585451.000,2017-11-10 00:00:00,16178.000,5.000,26315.000,1.000,43.067,34.453,1553.000,10000.000,2.000,43.067
2585451.000,2017-11-10 00:00:00,16178.000,4.000,2088.000,1.000,11.867,9.493,1553.000,10000.000,2.000,11.867
2596584.000,2017-11-10 00:00:00,16236.000,2.000,108435.000,1.000,39.600,30.093,1726.000,10000.000,22.000,39.600
2596589.000,2017-11-10 00:00:00,16011.000,2.000,63363.000,1.000,49.067,41.693,1037.000,10000.000,8.000,49.067
2596589.000,2017-11-10 00:00:00,16011.000,1.000,79220.000,1.000,61.067,46.413,1037.000,10000.000,8.000,61.067
2596593.000,2017-11-10 00:00:00,16134.000,6.000,24403.000,1.000,42.000,33.600,1429.000,10000.000,8.000,42.000
2596593.000,2017-11-10 00:00:00,16134.000,5.000,108626.000,1.000,21.733,17.387,1429.000,10000.000,8.000,21.733
2596593.000,2017-11-10 00:00:00,16134.000,7.000,108452.000,1.000,39.867,31.893,1429.000,10000.000,8.000,39.867
2596593.000,2017-11-10 00:00:00,16134.000,1.000,54100.000,1.000,59.067,47.253,1429.000,10000.000,8.000,59.067
2596593.000,2017-11-10 00:00:00,16134.000,4.000,98653.000,1.000,48.133,38.507,1429.000,10000.000,8.000,48.133
2596593.000,2017-11-10 00:00:00,16134.000,3.000,54102.000,1.000,119.067,95.253,1429.000,10000.000,8.000,119.067
2616105.000,2017-11-10 00:00:00,16167.000,1.000,17153.000,1.000,81.733,65.387,1532.000,10000.000,27.000,81.733
2616127.000,2017-11-10 00:00:00,16146.000,4.000,106504.000,1.000,22.800,16.893,1455.000,10000.000,8.000,22.800
2616127.000,2017-11-10 00:00:00,16146.000,2.000,106503.000,1.000,23.067,17.093,1455.000,10000.000,8.000,23.067
2621531.000,2017-11-10 00:00:00,16312.000,2.000,80009.000,1.000,78.000,50.720,1913.000,10000.000,27.000,78.000
2621531.000,2017-11-10 00:00:00,16312.000,1.000,29074.000,1.000,43.467,28.267,1913.000,10000.000,27.000,43.467
2654212.000,2017-11-10 00:00:00,16071.000,1.000,108436.000,1.000,39.600,31.680,1253.000,10000.000,15.000,39.600
2670580.000,2017-11-10 00:00:00,16220.000,1.000,72305.000,1.000,72.400,57.920,1707.000,10000.000,10.000,72.400
2673321.000,2017-11-10 00:00:00,16272.000,1.000,19148.000,1.000,40.533,32.427,1814.000,10000.000,27.000,40.533
2673321.000,2017-11-10 00:00:00,16272.000,3.000,26761.000,1.000,24.133,19.307,1814.000,10000.000,27.000,24.133
2673321.000,2017-11-10 00:00:00,16272.000,5.000,26026.000,1.000,55.467,44.373,1814.000,10000.000,27.000,55.467
2673321.000,2017-11-10 00:00:00,16272.000,2.000,26404.000,1.000,38.933,31.147,1814.000,10000.000,27.000,38.933
2673321.000,2017-11-10 00:00:00,16274.000,1.000,21153.000,1.000,67.733,40.853,1816.000,10000.000,27.000,67.733
2673321.000,2017-11-10 00:00:00,16272.000,7.000,108014.000,1.000,15.867,12.693,1814.000,10000.000,27.000,15.867
2673321.000,2017-11-10 00:00:00,16272.000,8.000,72609.000,1.000,19.733,15.787,1814.000,10000.000,27.000,19.733
2691882.000,2017-11-10 00:00:00,16239.000,3.000,99823.000,1.000,10.667,8.533,1738.000,10000.000,22.000,10.667
2691882.000,2017-11-10 00:00:00,16239.000,1.000,26317.000,1.000,43.067,34.453,1738.000,10000.000,22.000,43.067
2691882.000,2017-11-10 00:00:00,16239.000,2.000,72310.000,1.000,83.067,66.453,1738.000,10000.000,22.000,83.067
2696554.000,2017-11-10 00:00:00,16081.000,1.000,104910.000,1.000,52.533,42.027,1255.000,10000.000,3.000,52.533
2705723.000,2017-11-10 00:00:00,16295.000,4.000,31227.000,1.000,54.933,41.747,1903.000,10000.000,28.000,54.933
2705723.000,2017-11-10 00:00:00,16295.000,2.000,100548.000,1.000,74.933,56.947,1903.000,10000.000,28.000,74.933
